id,body
1215449727111548930,"RT @HCIMOHAWKS: Congratulations Zach for earning the RBC &amp; SJHL Community Ambassador for the 2019-2020 Season!  On behalf of our school, th…"
1215440765297491969,"RT @stratfordchambr: New year, new Chamber! Introducing our 2020 Corporate Partners:
@ZehrInsurance 
@WightmanTel 
WINMAR Property Restorat…"
1215440580496388096,"@wef @RBC What silly denialism. 

Four of these skills will be automated with relative ease over this decade. And t… https://t.co/GMQNhfTMU3"
1215439917607739392,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215437667413839872,RT @cab4tech: Can't wait for the next conversation in our partnership with @ERAlberta_'s Elizabeth Shirt. Big thanks to @ForesightCAC and @…
1215437592289632256,RT @cab4tech: Can't wait for the next conversation in our partnership with @ERAlberta_'s Elizabeth Shirt. Big thanks to @ForesightCAC and @…
1215433840912674816,RT @GLOBE_Series: Pick up today's @globeandmail for our Welcome to the Climate Decade feature with insights on the #climatecrisis from @RBC…
1215432871726350336,Can't wait for the next conversation in our partnership with @ERAlberta_'s Elizabeth Shirt. Big thanks to… https://t.co/TqUD2M7Ob1
1215432078017409025,@RBC there seems to be a #wording issue with the #mobilebankingapp https://t.co/sCQRy7a4RX
1215430908121178113,@Cam_is_Learning @MrsMottandclass @Youth_Ottawa @1310NEWS @ocdsbxl @htbsle @SamLapradeCFRE @sharmamanu @RBC Yes!!!
1215428628478971904,"https://t.co/aG4mivrgsR

Of course this is going to happen again look who is in control.

@cibc @scotiabank @RBC… https://t.co/lgFddRL9TV"
1215426737342943233,"@SarahBaeumler @Bryan_Baeumler @BryanBaeumler @RBC He's kind of busy with all of your ""to-do lists"" 😂"
1215424226502594561,@stevemcniven @TD_Canada @RBC I had them pursue me for a credit card acct that i never opened twenty years ago for… https://t.co/MjPZwlxI9s
1215423251557433345,Oh @RBC. Why do you never have enough tellers on. Last week there was only two tellers on wait time over 20 mins. T… https://t.co/PFJHmwwm9i
1215417805883035648,WTF. Not like the scammer knew her phone number. Shady AF @RBC https://t.co/vlNEYm2XAO
1215417294098247682,@CTVToronto Shame on you @RBC !!!
1215416998114529280,@weiherridgefarm @cropguy_Matt @GreenTractorsJD @PickseedCanada @QualitySeedsLtd @OntarioSoilCrop @durhamcoop… https://t.co/9T9PXmOpUs
1215416724759228416,“Confidence in the (Vancouver) market clearly has re-turned. All the recent policy and regulatory changes appear to… https://t.co/Kza4Rxadhw
1215415634646966272,@perrybellegarde @BMO I’ll be moving my money out of BMO screw you guys I’m going to @RBC
1215413319307350017,"RT @SarahBaeumler: Hey @bryanbaeumler, you should become my personal photographer full time 😜 We had a blast shooting with @RBC last month!…"
1215410397286629376,"Join @Laura_Canada at #iLunch on Jan 24 for three panel discussions on #discoverability, #marcom &amp; harnessing the r… https://t.co/EZ4LC99RfM"
1215405382975328261,@btchcoinnews @ClaireHalleyR @DesautelsMcGill @RBC @globeandmail I can't believe I didn't know about this!  Can't w… https://t.co/zKAr9MieFp
1215404149178802177,@Cam_is_Learning @Youth_Ottawa @1310NEWS @ocdsbxl @htbsle @IanBingeman @SamLapradeCFRE @sharmamanu @RBC My classroo… https://t.co/Q3glfPZpIg
1215403997890318336,RT @Finance_Edge: #openbanking in Canada: navigating the future of money @BLGLaw with @RBC's Lisa Ford @PaymentsCanada's Anne Butler @Trans…
1215403618737754113,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215403273668243458,@MrsMottandclass @Youth_Ottawa @1310NEWS @ocdsbxl @htbsle @IanBingeman @SamLapradeCFRE @sharmamanu @RBC A book!? Hmmm.
1215403124363579393,@MrsMottandclass @Youth_Ottawa @1310NEWS @ocdsbxl @htbsle @IanBingeman @SamLapradeCFRE @sharmamanu @RBC On the eve… https://t.co/pUCM0JnKsY
1215402821996236800,RT @weiherridgefarm: Would also like to thank all of our meeting sponsors @GreenTractorsJD @PickseedCanada @QualitySeedsLtd @OntarioSoilCro…
1215402463345500162,"RT @Frayme_Cadre: Our Program At-A-Glance is now out for the #Frayme2020 Learning Institute! Amazing content coming from @jackdotorg, @Foun…"
1215402389722869760,Would also like to thank all of our meeting sponsors @GreenTractorsJD @PickseedCanada @QualitySeedsLtd… https://t.co/73nRRcVH4V
1215401342073786368,@RBC had the worst service at the call center ... patronizing and rude ... all I wanted was to know where to call t… https://t.co/ARQ8u0skZ7
1215400590395744257,@Youth_Ottawa @Cam_is_Learning @1310NEWS @ocdsbxl @htbsle @IanBingeman @SamLapradeCFRE @sharmamanu @RBC That was a… https://t.co/SyqEZykOKZ
1215399335048990727,"$5,501.98 was raised for the Oncology department of McMaster Children’s Hospital through the Strike Out Children’s… https://t.co/zSwI5nfIWR"
1215399082287456256,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215396821343907841,RT @ACAC_Sport: ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215396789785853957,"RT @NottawasagaNews: Do you know any budding #youth #entrepreneurs? A great opportunity for $500 toward the success of your business.
Open…"
1215396756827099136,RT @ACAC_Sport: ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215396136107724800,"Open to #UAlberta students, attend @RBC Explore RBC in #YEG, Jan.23 - learn more about various career opportunities… https://t.co/b52Wsdqcp1"
1215391822840725515,"RT @Frayme_Cadre: Our Program At-A-Glance is now out for the #Frayme2020 Learning Institute! Amazing content coming from @jackdotorg, @Foun…"
1215390829075992577,"RT @canadian_sme: Excited to have @PrabSarkaria, Associate Minister of Small Business and Red Tape Reduction for Welcome Address and Trades…"
1215390082993131520,"RT @canadian_sme: Excited to have @PrabSarkaria, Associate Minister of Small Business and Red Tape Reduction for Welcome Address and Trades…"
1215389762753912837,"RT @WPGHomeShows: .@RBC clients can get 2-for-1 tickets to the Winnipeg Renovation Show, January 10-12 at RBC Convention Centre with promo…"
1215389125047734272,"RT @stratfordchambr: New year, new Chamber! Introducing our 2020 Corporate Partners:
@ZehrInsurance 
@WightmanTel 
WINMAR Property Restorat…"
1215388920931766272,RT @GLOBE_Series: Pick up today's @globeandmail for our Welcome to the Climate Decade feature with insights on the #climatecrisis from @RBC…
1215386944793796609,RT @PeppersPennies: #Winnipeg students! Interested in hearing more about @rbc? Register for our event on Jan 28 at the @RBCConvCtreWpg and…
1215386739847634945,RT @stevemcniven: @TD_Canada We just found out at our meeting with @RBC about switching off @TD_Canada that you guys set us up with a garba…
1215383490235117568,RT @PeppersPennies: #Winnipeg students! Interested in hearing more about @rbc? Register for our event on Jan 28 at the @RBCConvCtreWpg and…
1215383421473755143,@TD_Canada We just found out at our meeting with @RBC about switching off @TD_Canada that you guys set us up with a… https://t.co/rRs5jEpA9I
1215382746270502934,".@RBC clients can get 2-for-1 tickets to the Winnipeg Renovation Show, January 10-12 at RBC Convention Centre with… https://t.co/tVFquE7F52"
1215382412105895936,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215380999946821632,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215380887614951424,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215379925789806602,"RT @stratfordchambr: New year, new Chamber! Introducing our 2020 Corporate Partners:
@ZehrInsurance 
@WightmanTel 
WINMAR Property Restorat…"
1215379916528611328,"RT @StephanBest: Here @stratorobs  overview of the top 100 #digital #banks. Great work! https://t.co/6VyhfdgvLa 

@bankalbilad @yesbank @sa…"
1215379668402147351,"New year, new Chamber! Introducing our 2020 Corporate Partners:
@ZehrInsurance 
@WightmanTel 
WINMAR Property Resto… https://t.co/t1U6PYdDWW"
1215378982746689541,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215378419497816066,"RT @StephanBest: Here @stratorobs  overview of the top 100 #digital #banks. Great work! https://t.co/6VyhfdgvLa 

@bankalbilad @yesbank @sa…"
1215377696554979336,RT @PeppersPennies: #Winnipeg students! Interested in hearing more about @rbc? Register for our event on Jan 28 at the @RBCConvCtreWpg and…
1215377666767032327,"Hey @bryanbaeumler, you should become my personal photographer full time 😜 We had a blast shooting with @RBC last m… https://t.co/lmsM8EH2dp"
1215376974467584005,RT @jesshousty: @rjjago @RBC @scotiabank @BMO @TD_Canada An artist from my community recently went into a BMO branch with his 12 y/o grandd…
1215376890589896704,RT @PeppersPennies: #Winnipeg students! Interested in hearing more about @rbc? Register for our event on Jan 28 at the @RBCConvCtreWpg and…
1215376889692377088,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215376846562320384,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215376813762977795,"RT @rjjago: Banking while Native thread. It seems like there are a lot of stories Native people, especially Native business people, have ab…"
1215376404860342272,"With Walton Wood Farm Founder &amp; CEO, Leslie Bradford-Scott, speaking at Experience RBC says #Networking is key for… https://t.co/UkXmCXkb5z"
1215376203332362242,#Winnipeg students! Interested in hearing more about @rbc? Register for our event on Jan 28 at the @RBCConvCtreWpg… https://t.co/6QFNBhSEpS
1215374053164216320,RT @NCMCEVOY: @SurreyRCMP @Surrey_Schools Inaugural champions. Some big time names on that banner. 1991&amp;92!!!@LangaraFalcons @gigachai @sem…
1215373796854697984,"Hey @RBC, why is it the very few times I come into a branch I have easily to wait 20-30 minutes before being seen?… https://t.co/Teng1zNh1w"
1215371328536109057,@CBCAlerts @bmo I will be switching to @RBC after this despicable act
1215370891497893890,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215370633451798529,@GLOBE_Series @globeandmail @RBC @IKEACanada @MGerbis @WWFCanada @CaGBC @FIAFormulaE @MapleLeafFoods @Delphi_Group… https://t.co/idy1xnU0jN
1215369934274015232,"RT @RBC: The 2020s will be a decade of profound change. The latest report from RBC Economics, Navigating the 2020s, explores how Canada can…"
1215367653709111296,Pick up today's @globeandmail for our Welcome to the Climate Decade feature with insights on the #climatecrisis fro… https://t.co/jdClMhxDCl
1215366810612056064,RT @ACAC_Sport: ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215365418707120129,"@RBC is predicting @Google buys @salesforce in 2020.

Gotta admit, this could make a ton of sense.

#SiliconValley
https://t.co/ebcG86NdIC"
1215364792573202444,"RT @NottawasagaNews: Do you know any budding #youth #entrepreneurs? A great opportunity for $500 toward the success of your business.
Open…"
1215363722098741259,"RT @canadian_sme: Be a part of the crowd of more than 3,000 business leaders, top executives and top Canadian SMEs  at @canadian_sme Busine…"
1215361659256168451,"RT @RBC: Did you get the gift of a new wedding engagement over the holidays? If so, be sure to check out these 5 money vows to make before…"
1215361128856944645,@nejsnave @Joyhenderson78 @RBC 'Where you got the money.' Wow!
1215360372049186816,RT @ACAC_Sport: ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215356411749830661,"RT @BlueSky_Com: ""The 2019 @RBC Small Business poll showed us that many Canadians across all ages are thinking about taking the leap into b…"
1215354030412763136,@john_shier @RBC Really?
1215353810513727490,"@RBC has various career opportunities for all university students, especially @MacEwanU students! Register for thei… https://t.co/kG07FzYGF4"
1215353789852667905,"RT @CCSNewcomers: ICYMI: We are so proud of our client, Salbhi Sumaiya, who with a little help from @NANToronto and @RBC, got the support s…"
1215350904439754752,".@RBC clients can get 2-for-1 tickets to the Ottawa Home &amp; Remodeling Show, January 23-26 at EY Centre with promo c… https://t.co/6Shjr2JcDt"
1215350237071433728,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215350220596436995,".@RBC It's 2020, can I have MFA now?"
1215349949069656065,"RT @canadian_sme: Excited to have @PrabSarkaria, Associate Minister of Small Business and Red Tape Reduction for Welcome Address and Trades…"
1215349172821348352,"Excited to have @PrabSarkaria, Associate Minister of Small Business and Red Tape Reduction for Welcome Address and… https://t.co/qx9XnZ8kc4"
1215347722221473793,@RBC again. This set up is horrible. No business tellers and there is always a lineup with 2-3 people actually work… https://t.co/GD3Lz8cA54
1215347582706339843,"RT @S2BNetwork: #S2BNToronto - Curious about national #pharmacare? Join us and @LifeSciencesON at the @RBC Centre next Tuesday, Jan 14, 6-9…"
1215347568802254848,@S2BNetwork @LifeSciencesON @RBC @innovativemeds @raredisorders Looking forward to this event next week @S2BNetwork !
1215345727867473920,RT @ACAC_Sport: ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215345572992802816,ACAC Teams Up with @RBC and @CMHA_AB to #MakeSomeNoise for Mental Health https://t.co/FTzKjuRslQ
1215345347754545153,Let this not happen @TD_Canada @RBC @cibc @scotiabank @atbfinancial  @ServusCU  or ever again at @BMO! Looking back… https://t.co/gpUyspxOjo
1215343122378416128,"Panel Discussion: Finance and Investment 

January 20, 2020 - 3:30 PM TO 4:15 PM

107, Constitutional Hall, Lower L… https://t.co/ndxlZlVdb1"
1215342043720904706,RT @NCMCEVOY: @SurreyRCMP @Surrey_Schools Inaugural champions. Some big time names on that banner. 1991&amp;92!!!@LangaraFalcons @gigachai @sem…
1215341675091906562,@SurreyRCMP @Surrey_Schools Inaugural champions. Some big time names on that banner. 1991&amp;92!!!@LangaraFalcons… https://t.co/nt1lL5l5Rp
1215341002552152064,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust
1215340534828539904,"RT @NottawasagaNews: Do you know any budding #youth #entrepreneurs? A great opportunity for $500 toward the success of your business.
Open…"
1215340173925535750,"RT @CWOFame: We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20, @Charlottecardin will be h…"
1215339148891938816,RT @TheAJHL: This week's @RBC AJHL Community Ambassador is Connor Lyons @canmoreeagles.  Connor is the 'go-to' guy for the Eagles organizat…
1215337832824238080,@RBC telebanking needs to be redesigned. waste of time
1215337533275398144,RT @TheAJHL: This week's @RBC AJHL Community Ambassador is Connor Lyons @canmoreeagles.  Connor is the 'go-to' guy for the Eagles organizat…
1215337219377917952,RT @TheAJHL: This week's @RBC AJHL Community Ambassador is Connor Lyons @canmoreeagles.  Connor is the 'go-to' guy for the Eagles organizat…
1215337008081457153,RT @TheAJHL: This week's @RBC AJHL Community Ambassador is Connor Lyons @canmoreeagles.  Connor is the 'go-to' guy for the Eagles organizat…
1215336868583071744,This week's @RBC AJHL Community Ambassador is Connor Lyons @canmoreeagles.  Connor is the 'go-to' guy for the Eagle… https://t.co/U5qWYwdGLS
1215336392995172353,"@jackmcdade @RBC (The typical way to send money within Canada is interac email transfer, which is pretty instant, and usually free.)"
1215335588678832128,"RT @CWOFame: We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20, @Charlottecardin will be h…"
1215334061037649921,"@jackmcdade I don't know, but I'm willing to be a test subject. You can test different ways of sending me money.

I… https://t.co/0dEUYgq1hT"
1215330697184972802,"RT @canadian_sme: Be a part of the crowd of more than 3,000 business leaders, top executives and top Canadian SMEs  at @canadian_sme Busine…"
1215329266776203264,"RT @S2BNetwork: #S2BNToronto - Curious about national #pharmacare? Join us and @LifeSciencesON at the @RBC Centre next Tuesday, Jan 14, 6-9…"
1215328788298584068,"RT @CCSNewcomers: ICYMI: We are so proud of our client, Salbhi Sumaiya, who with a little help from @NANToronto and @RBC, got the support s…"
1215326930985279490,"RT @CWOFame: We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20, @Charlottecardin will be h…"
1215326454319173632,"RT @CWOFame: We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20, @Charlottecardin will be h…"
1215326290275962880,"RT @CWOFame: We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20, @Charlottecardin will be h…"
1215326136995123201,"We're so thrilled to announce our partnership with @FDVoyageur in Winnipeg in 2020! On February 20,… https://t.co/WPVF2f335q"
1215324796248109061,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215319351244546048,"RT @Frayme_Cadre: Our Program At-A-Glance is now out for the #Frayme2020 Learning Institute! Amazing content coming from @jackdotorg, @Foun…"
1215318507929395207,"RT @S2BNetwork: #S2BNToronto - Curious about national #pharmacare? Join us and @LifeSciencesON at the @RBC Centre next Tuesday, Jan 14, 6-9…"
1215318222108594182,"ICYMI: We are so proud of our client, Salbhi Sumaiya, who with a little help from @NANToronto and @RBC, got the sup… https://t.co/YbXEUZN8Fr"
1215316472895016960,@Frayme_Cadre @Foundrybc @YouthHubsON @ACCESS_OM @stellasplaceca @ReachOutHam @RBC @choicesforyouth 💙
1215315628552114176,@dmatheson8 @RBC Congratulations @dmatheson8 on joining the team. I think you will absolutely love it. 🇨🇦
1215313978458562562,"Our Program At-A-Glance is now out for the #Frayme2020 Learning Institute! Amazing content coming from @jackdotorg,… https://t.co/Z2uAjbJdIe"
1215312985759141889,"@RBC why, why, why, on the APP is the only option for contact making an appointment? Their is a phone symbol on the… https://t.co/iAAO2zTsfy"
1215311281529524225,"Do you know any budding #youth #entrepreneurs? A great opportunity for $500 toward the success of your business.
Op… https://t.co/oSXztEr4qi"
1215308543458512902,"RT @SMUAlumniHfx: Read the latest blog post from Ten Thousand Coffees, 'Mentorship: Expectation vs. Reality'. https://t.co/RpysOC26jQ  

Si…"
1215303011511209984,RT @alaskawild: .@scotiabank @RBC @TD_Canada and @cibc: It's time to join @GoldmanSachs and decline to finance drilling in the Arctic Refug…
1215302916837453824,RT @Finance_Edge: #openbanking in Canada: navigating the future of money @BLGLaw with @RBC's Lisa Ford @PaymentsCanada's Anne Butler @Trans…
1215301836736999424,@UPEIAlumni @UPEI @10kcoffees @RBC @10kcoffees &lt;3
1215299374076612608,"#S2BNToronto - Curious about national #pharmacare? Join us and @LifeSciencesON at the @RBC Centre next Tuesday, Jan… https://t.co/5HrwmeQNfc"
1215298317283942401,".@RBC clients can get 2-for-1 tickets to the Ottawa Home &amp; Remodeling Show, January 23-26 at EY Centre with promo c… https://t.co/JyHkFzSCDp"
1215297259182542848,"RT @BlueSky_Com: ""The 2019 @RBC Small Business poll showed us that many Canadians across all ages are thinking about taking the leap into b…"
1215296563330846721,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The choice facing RBC &amp; its CEO, David McKay, is clear: either you extend yo…"
1215295726848225281,@WordsandGuitar And all of this is made worse by the fact that @TaylorPrize @RBC is no longer sponsoring the prize… https://t.co/h9ZKDSvrsJ
1215295546476261376,"RT @RBC: The 2020s will be a decade of profound change. The latest report from RBC Economics, Navigating the 2020s, explores how Canada can…"
1215295527379750913,"""The 2019 @RBC Small Business poll showed us that many Canadians across all ages are thinking about taking the leap… https://t.co/jzxSg2uWXo"
1215292945957556225,@dmatheson8 @RBC Good for you Diana. You will be great !!
1215292818350055424,"RT @dmatheson8: Happy to be starting off 2020 as an #RBCOlympian, and grateful companies like @RBC are out there supporting Canadian athlet…"
1215291243950940165,#openbanking in Canada: navigating the future of money @BLGLaw with @RBC's Lisa Ford @PaymentsCanada's Anne Butler… https://t.co/nHAWkQL2fM
1215289730679672832,"@Joyhenderson78 @RBC Joy, that is horrifying. I am so sorry that happened to you."
1215289448516243456,He told me that they had to be sure that there was no fraud (in front of my 13 year old who blurted out “excuse me?… https://t.co/KsrEF63pEB
1215289291531784194,@RBC @AskRBC @interac I love #autodeposit and all. But... can we have the senders’ names back so that we can have p… https://t.co/Qtbo30Vqem
1215287112968200192,Un grand merci à notre partenaire à la carte @RBC pour son soutien. || Thanks to our à la carte partner @RBC for it… https://t.co/aPyzmJWUk6
1215285547264028672,"#ESG is top of mind for investors, and it will be front and center at #CAIS20 too. Our #ImpactInvesting panels will… https://t.co/m59c51Dvix"
1215285389264592897,@katebriggsprice @RBC It’s literally the best pen ever
1215282672966230016,@JennyPagliuca @RBC I appreciate this commitment
1215278501072441345,@dmatheson8 @RBC Congratulations @dmatheson8 !! Canadian female athletes would definitely benefit from more compani… https://t.co/M4xRuLEdPO
1215276712897978371,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/vj9YaQecnp
1215274205413105666,"Just landed in #ottawa for the day, @BNNBloomberg ‘Morning Call’ returns tomorrow at 9:14 am ET + on ‘Weekly’ tomor… https://t.co/zhjtVkfYsX"
1215267221045415936,"RT @justinepissott: Gameday @5 @rbc So glad to call these girls my teammates, love every single one of them! Just the beginning of the seas…"
1215254701912084480,"RT @justinepissott: Gameday @5 @rbc So glad to call these girls my teammates, love every single one of them! Just the beginning of the seas…"
1215254315092381696,"RT @StephanBest: Here @stratorobs  overview of the top 100 #digital #banks. Great work! https://t.co/6VyhfdgvLa 

@bankalbilad @yesbank @sa…"
1215250670892277764,"Gameday @5 @rbc So glad to call these girls my teammates, love every single one of them! Just the beginning of the… https://t.co/h0tRDH8J9r"
1215248411718492161,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215234506904555521,"Here our overview of the top 50 digital banks. Congrats to all. https://t.co/22afBEQnGg 

@bankalbilad @yesbank… https://t.co/NogHTAexSg"
1215226633076068352,"RT @stratorob: Here our overview of the top 100 digital banks. Congrats to all. https://t.co/04vCMdn0Lm 

@bankalbilad @yesbank @saiblive @…"
1215177816603529217,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215155524813062144,"RT @dmatheson8: Happy to be starting off 2020 as an #RBCOlympian, and grateful companies like @RBC are out there supporting Canadian athlet…"
1215147853829459968,RT @techvancouver: A special thanks to our amazing sponsors @GoVanHack @TELUSBusiness @pwc_tech and @RBC #techvan
1215144225819394049,RT @alaskawild: .@scotiabank @RBC @TD_Canada and @cibc: It's time to join @GoldmanSachs and decline to finance drilling in the Arctic Refug…
1215144126620012544,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingClean @ThriveHiveSE @Columbia1938 @OCSGolf_… https://t.co/LZ21excg7s
1215140681997484034,@Nshimiy49531009 @MoHRwanda @DianeGashumba @Rwanda_Edu @RBC Mukomere Jean Bosco! Gukora application ni kimwe ariko… https://t.co/tkBh1eHpYG
1215138949137686528,RT @BCWomensFdn: Women + men metabolize some medications differently + many medications prescribed to women have only been tested on men. L…
1215132718973030405,RT @juchaczhart: Looking for a personal finance FREE short course for anyone? Great resource @saskatooniec ⁦@SaskFinLit⁩…
1215131599915798529,"RT @dmatheson8: Happy to be starting off 2020 as an #RBCOlympian, and grateful companies like @RBC are out there supporting Canadian athlet…"
1215130506380988417,A special thanks to our amazing sponsors @GoVanHack @TELUSBusiness @pwc_tech and @RBC #techvan
1215128019108368384,RT @juchaczhart: Looking for a personal finance FREE short course for anyone? Great resource @saskatooniec ⁦@SaskFinLit⁩…
1215119573633994754,"RT @FutureCite: #GenZ 🙋‍♂️🙋‍♀️has ideas 💡on preparing #youth for #future occupations 👨‍💻👩‍💻
#futureofwork #youth #Canada #futureoflearning…"
1215119195198783489,"RT @FutureCite: Youth 🙋‍♂️🙋‍♀️💡 ideas in learning👩‍💻 - refocusing in 2020 for #nextgen career opportunities📈. 
@roundhousechng
@MacEwanU
@N…"
1215116774909173762,"@RBC if I have a business account with multiple signers, can one of those signers visit the branch and close the ac… https://t.co/lpGGOuXmC4"
1215113793266704385,"RT @RussWildeJr: Fun day for the FOS team as we launch the 2020 edition of our #Rising25 initiative in partnership with @abinbev, @RBC, and…"
1215113541725966336,RT @alaskawild: .@scotiabank @RBC @TD_Canada and @cibc: It's time to join @GoldmanSachs and decline to finance drilling in the Arctic Refug…
1215111798493470720,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215110675841765377,"RT @stratorob: Here our overview of the top 100 digital banks. Congrats to all. https://t.co/04vCMdn0Lm 

@bankalbilad @yesbank @saiblive @…"
1215110026311819264,"A massive shout out to our amazing, valuable sponsors @rbc @pwc_tech @TELUSBusiness for making this event possible.… https://t.co/EIpoR7BCWp"
1215108823272189953,New Spam Alert: Got a text saying RBC Subj. ALERT!: Immediate attention required on RBC Card (####etc) and a link f… https://t.co/EuFbh2yMYR
1215105303919751168,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215100030861922308,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/2rabOVwlLH
1215097869692104704,RT @BCWomensFdn: Women + men metabolize some medications differently + many medications prescribed to women have only been tested on men. L…
1215096605117992961,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1215096257368059904,"@RBC @AirCanada booked flights over Xmas on RBCrewards, had to cancel. $610/passenger. Using credit: +$200 penalty… https://t.co/kfxZTZpjn4"
1215094349903601665,Women + men metabolize some medications differently + many medications prescribed to women have only been tested on… https://t.co/QDSqt3MoPX
1215090605543411713,"RT @stratorob: Here our overview of the top 100 digital banks. Congrats to all. https://t.co/04vCMdn0Lm 

@bankalbilad @yesbank @saiblive @…"
1215086947837722624,"RT @HCIMOHAWKS: Congratulations Zach for earning the RBC &amp; SJHL Community Ambassador for the 2019-2020 Season!  On behalf of our school, th…"
1215082447223709696,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The choice facing RBC &amp; its CEO, David McKay, is clear: either you extend yo…"
1215082350561808384,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC RBC, headquartered here, serves as the exclusive financial advisor to the CG…"
1215081978258546689,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Young people from CJTO &amp; Rising Tide TO took over the offices the RBC, AIMco…"
1215081928744812545,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215081558668980225,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215081420906999808,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingClean @ThriveHiveSE @Columbia1938 @OCSGolf_… https://t.co/QEfJwXHITX
1215077230671486977,"RT @dmatheson8: Happy to be starting off 2020 as an #RBCOlympian, and grateful companies like @RBC are out there supporting Canadian athlet…"
1215075869447737344,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1215073626619289601,"RT @RussWildeJr: Fun day for the FOS team as we launch the 2020 edition of our #Rising25 initiative in partnership with @abinbev, @RBC, and…"
1215072629314457600,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingClean @ThriveHiveSE @Columbia1938 @OCSGolf_… https://t.co/33wG5F4I6Y
1215069936520810496,RT @alaskawild: .@scotiabank @RBC @TD_Canada and @cibc: It's time to join @GoldmanSachs and decline to finance drilling in the Arctic Refug…
